No.,Time,Source,Destination,Protocol,Length,Info,Label
54736,5012.014251,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
54741,5012.014405,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
54792,5017.062499,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
54793,5017.062692,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
54842,5022.030669,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
54847,5022.030993,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
54898,5027.062654,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
54899,5027.062847,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
54949,5032.062818,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
54951,5032.246539,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
54956,5032.246881,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
54960,5032.247092,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
55007,5037.262951,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55008,5037.263141,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55057,5042.262954,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55062,5042.460509,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
55064,5042.460721,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55071,5042.46095,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
55116,5047.463183,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55117,5047.46338,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55164,5052.345916,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
55169,5052.34624,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
55221,5057.363016,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55222,5057.363258,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55277,5062.363051,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55283,5062.513627,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
55288,5062.513986,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55292,5062.514213,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
55337,5067.513171,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55338,5067.51339,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55387,5072.513222,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55391,5072.757765,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
55395,5072.757987,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55400,5072.758148,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
55482,5077.763346,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55483,5077.763536,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55530,5082.763359,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55536,5083.370045,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
55538,5083.370196,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55545,5083.370484,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
55592,5088.41352,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55593,5088.413713,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55643,5093.264912,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
55648,5093.265244,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
55697,5098.263907,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55698,5098.264059,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55747,5103.263931,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55752,5103.477803,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
55757,5103.478116,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55761,5103.478382,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
55808,5108.513826,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55809,5108.514017,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55855,5113.477374,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
55860,5113.47766,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
55910,5118.514037,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55911,5118.514236,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55960,5123.514089,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
55962,5123.577844,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
55967,5123.578134,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
55971,5123.578327,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56020,5128.614189,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56021,5128.61439,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56071,5133.61421,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56075,5133.80759,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56080,5133.807851,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56084,5133.808021,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56132,5138.814362,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56133,5138.814571,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56184,5143.814407,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56189,5144.020472,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56194,5144.020882,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56198,5144.021058,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56247,5149.064685,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56248,5149.064887,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56295,5153.804215,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56300,5153.804507,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56347,5158.814692,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56348,5158.814876,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56398,5163.8147,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56400,5163.833717,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56403,5163.833893,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56409,5163.834042,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56456,5168.865025,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56457,5168.865212,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56504,5173.865071,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56508,5174.084445,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56512,5174.084648,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56517,5174.084829,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56564,5179.115002,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56565,5179.115215,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56596,5182.209676,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56601,5182.209988,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56617,5183.952848,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56622,5183.953169,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56671,5188.96509,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56672,5188.965234,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56719,5193.965127,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56723,5194.119945,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56728,5194.120194,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56732,5194.120356,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56781,5199.165228,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56782,5199.165425,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56831,5204.165325,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56832,5204.189475,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56835,5204.189636,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56841,5204.189886,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
56888,5209.215457,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56889,5209.215649,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56938,5214.215483,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
56940,5214.340448,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
56945,5214.340669,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
56949,5214.340858,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57003,5219.36563,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57004,5219.365865,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57056,5224.358082,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
57061,5224.358318,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57109,5229.365793,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57110,5229.366018,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57162,5234.365767,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57164,5234.500902,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
57166,5234.50109,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57173,5234.501311,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57220,5239.515861,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57221,5239.516057,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57271,5244.516055,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57276,5244.812954,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
57281,5244.813172,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57285,5244.813362,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57333,5249.81605,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57334,5249.816238,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57385,5254.816117,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57389,5255.321768,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
57391,5255.321931,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57398,5255.322152,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57447,5260.36631,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57448,5260.366512,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57493,5264.813006,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
57498,5264.813331,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57547,5269.816373,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57548,5269.816525,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57597,5274.816406,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57603,5275.331716,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
57608,5275.331921,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57612,5275.332073,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57662,5280.366508,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57663,5280.366697,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57708,5285.041544,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
57713,5285.041864,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57762,5290.066931,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57763,5290.067119,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57812,5295.066936,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57816,5295.27215,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
57819,5295.27237,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57825,5295.272644,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57873,5300.316931,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57874,5300.317096,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
57925,5305.163685,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
57930,5305.164033,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
57979,5310.167052,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
57980,5310.167274,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58029,5315.167163,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58033,5315.383702,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
58038,5315.383873,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58042,5315.384035,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
58089,5320.417185,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58090,5320.417339,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58141,5325.417263,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58145,5325.609451,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
58150,5325.609646,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58154,5325.609833,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
58199,5330.617339,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58200,5330.617595,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58251,5335.617375,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58258,5336.196396,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
58260,5336.19652,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58267,5336.196756,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
58316,5341.21751,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58317,5341.217715,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58359,5345.656897,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
58364,5345.657227,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
58411,5350.667892,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58412,5350.668082,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58461,5355.667961,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58466,5355.773024,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
58471,5355.77329,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58475,5355.773455,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
58524,5360.817797,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58525,5360.817983,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58573,5365.817861,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58578,5365.988052,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
58581,5365.988215,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58587,5365.988486,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
58632,5371.018037,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58633,5371.018225,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58684,5375.896099,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
58689,5375.896339,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
58737,5380.918209,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58738,5380.918445,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58788,5385.918245,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58793,5386.049979,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
58798,5386.050186,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58802,5386.05035,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
58851,5391.068471,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58852,5391.068659,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58901,5396.068506,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58904,5396.101493,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
58908,5396.101691,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
58913,5396.101854,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
58958,5401.118507,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
58959,5401.118704,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
59008,5406.118502,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
59010,5406.172631,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
59013,5406.172816,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
59019,5406.173062,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
59068,5411.218685,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
59069,5411.218875,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
59118,5416.218702,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
59122,5416.417121,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
59125,5416.417285,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
59131,5416.417526,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
59178,5421.418747,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
59179,5421.418929,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
59228,5426.41885,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
59230,5426.614149,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
59235,5426.614477,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
59239,5426.614727,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
59286,5431.618948,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
59287,5431.619099,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
59338,5436.489407,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
59343,5436.489707,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
59390,5441.519131,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
59391,5441.519316,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
59440,5446.519143,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
59444,5446.680198,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
